3960,5532,64336,47532,65485,64767,1305
3646,4228,63440,46864,170,64316,1599
3565,6464,64908,47740,111,64218,1766
3600,5508,64432,47172,363,64487,1716
3564,6300,63744,47480,65464,64571,1534
3548,5696,63976,47124,65355,64512,1133
3484,5628,63828,47512,65436,64613,1561
3535,4900,63836,46944,65490,64671,1725
3435,4528,64148,48116,65361,64509,2179
3544,4832,64220,46636,1289,64485,2977
3432,6632,64212,47468,1288,65070,3823
3567,4552,63364,46916,1587,65446,4447
3421,5756,64116,47040,948,109,3145
3453,4536,63928,46932,846,65003,2599
3615,6972,4780,45348,1845,63831,2746
3551,5796,59848,49136,235,64596,3025
3600,4808,58884,47972,746,65323,3029
3739,5108,63728,47124,816,65340,1183
3838,5532,64912,46628,570,64977,65212
3720,5020,62772,47108,64652,64565,64839
3693,5404,62716,46852,64567,64318,64603
3644,5244,63300,47044,64666,64450,64437
3486,5280,63276,46796,64896,64918,64447
3519,5252,63344,46896,65171,25,64411
3516,4868,63244,46904,65306,416,64556
3609,4928,63412,46916,65349,519,64601
3515,4952,63244,47076,65516,895,64585
3608,5244,63088,47352,33,1465,64577
3695,4968,63296,47196,243,1967,64836
3580,4904,63292,47152,129,1948,65028
3519,4912,63268,47140,65428,1715,65104
3531,4928,63244,47312,65204,1477,65082
3629,5844,63188,47480,64891,861,64687
3551,5668,63212,47044,65019,1553,65379
3472,5688,63572,47124,65156,1438,282
3482,5456,63500,47208,64774,964,172
3483,5172,63476,47196,64675,636,65329
3486,5796,63100,47360,64669,694,65270
3527,5580,63056,46744,64996,419,65222
3516,5352,63324,46424,65168,263,65218
3577,5792,63252,47476,64983,65472,65269
3629,4820,63128,48144,64642,331,445
3677,5756,63448,47596,64887,1068,65073
3674,5616,63276,47132,65060,1358,64667
3643,5564,63232,47088,65096,1693,64566
3659,5616,63276,46892,65169,1945,64345
4095,5796,63384,47060,65110,1692,64210
4095,5648,63532,46988,64938,1291,64164
4056,5600,63608,47016,64860,828,64217
3899,5408,63752,47204,64889,512,64433
3800,5528,63628,47304,65060,386,64713
3773,6940,64220,47052,65124,59733,564
3823,5944,63252,47092,64339,62461,14
3901,5348,63736,47056,65017,62673,59
3757,5236,63736,47008,64504,62101,65348
3737,5384,63592,47112,64087,61920,65062
3983,5396,63464,46972,64057,61633,64903
4041,5176,63532,46872,64179,61909,64881
4095,5468,63464,47092,64486,63128,64746
4095,5260,63552,46832,64609,64701,64693
4095,5088,63564,46760,64570,65226,64425
4095,4900,63660,47156,64446,65275,64110
4095,5104,63480,47284,64442,256,64063
4095,4832,63316,47116,64789,584,64492
4095,5232,63512,47360,64830,914,65034
4095,5180,63572,47188,64827,1075,65328
4095,5444,63568,47052,64648,758,65331
4095,5204,63536,46976,64491,187,65353
4095,5412,63572,47240,64398,65065,65295
4095,5356,63696,47568,64290,64789,65158
4095,5292,63932,47468,64126,64666,64644
4095,5044,63504,47136,64169,64009,64763
4095,5104,63752,46936,64400,63471,64803
4095,5124,63612,46824,64661,63319,64859
4095,5024,63684,46776,64873,63413,64851
4095,4952,63744,46728,65129,63844,64824
4095,5048,63660,46908,65103,64372,64796
4095,5676,64096,46816,65132,64630,64456
4095,5584,63784,46812,65142,65118,64331
4095,4676,63060,46444,65072,65259,64141
4095,4744,63328,46728,65027,65441,63846
4095,5116,62972,46548,64925,64571,64918
4095,4944,62528,46476,65527,64199,65082
4095,6456,65428,49168,63928,63728,64125
4095,5280,63500,47220,64943,65427,63275
4095,4444,65028,46832,106,1420,62547
4095,2604,64000,49512,63483,3713,531
4095,3180,64952,50976,61597,3135,4193
4095,5444,63300,39708,65102,65328,2099
4095,5152,64096,47252,65484,424,1100
4095,5200,63848,47704,81,924,1033
4095,4844,64244,46824,65276,850,670
4095,4688,63684,46768,64943,703,368
4095,4856,64144,46920,65132,517,454
4095,4356,64608,46912,64946,186,65531
4095,4184,64380,47164,64579,65478,65112
4095,4408,64284,47092,64489,65369,64986
4095,4504,64208,46992,64465,65326,64963
4095,4664,64208,46836,64543,65230,65025
4095,4916,64144,46824,64619,65149,64928
4095,4188,64120,45972,64888,63192,65458
4095,5316,64204,47672,64352,61310,224
4095,5644,64012,47180,65002,63526,62
4095,5332,63948,46736,65471,64658,1161
4095,5500,64180,46932,65335,72,1260
4095,4792,63896,46988,65369,709,1698
4095,4700,63808,46900,65375,651,2750
4095,4896,63992,47100,65454,970,2945
4095,5576,63224,46708,65233,1113,3033
4095,4348,63172,46728,65406,1275,3059
4095,4788,63312,46624,65520,1282,2906
4095,5028,64288,47112,125,1404,2063
4095,4980,64844,47140,128,1428,1304
4095,4448,63072,47172,65431,1117,1878
4095,4308,62680,47352,65093,630,2805
4095,4772,62520,46912,65282,60,3665
4095,5384,63692,46408,64985,64843,3927
4095,4556,63228,46776,65265,63780,3956
4095,4660,62972,47436,65092,63756,4377
3976,8712,64852,46784,64681,64159,4782
4013,4656,62488,47024,65526,65277,4314
4095,4800,61068,47040,171,627,5878
4095,4864,61824,47396,510,727,9654
4095,6216,62956,47452,211,1144,7491
4095,6208,63556,47288,65406,1023,5426
4095,5092,64092,47072,65504,349,3940
4095,4756,64032,47156,64918,65391,2125
4095,4644,63172,46636,65008,64726,958
4095,4832,63000,46836,64749,64299,65310
4095,4880,63028,46768,64806,64135,64808
4095,4784,63148,46808,64852,63847,64503
4095,4764,63276,46900,64782,63585,64330
4095,4720,63284,46944,64705,63531,64115
4095,4740,63444,46932,64602,63274,63765
4095,4584,63532,46972,64325,62984,63360
