3241,63220,64464,46620,64984,65468,65439
3243,63228,64452,46648,64992,65418,65430
3261,63184,64392,46756,64983,65321,65390
3243,63224,64448,46784,64971,65415,65385
3277,63140,64508,46684,64949,65484,65352
3212,63128,64372,46712,65026,65389,65396
3245,63092,64280,46524,65090,65359,65394
3271,63216,64340,46704,65192,65320,65424
3256,63132,64472,46780,65171,65458,65403
3244,63116,64464,46840,65155,24,65409
3178,63172,64452,47028,65098,96,65345
3245,63140,64368,46912,65077,124,65330
3264,63152,64264,46632,65108,30,65381
3223,63048,64300,46392,65243,65385,65352
3255,63192,64392,46556,65292,65276,65369
3195,63204,64248,46632,65223,65156,65379
3176,63084,64404,46836,65103,65159,65383
3231,63076,64368,46684,65111,65185,65367
3149,63080,64364,46776,65022,65234,65396
3261,63124,64396,46796,65047,65202,65334
3244,63148,64352,46936,65061,65153,65452
3226,63164,64472,46864,65017,65160,65396
3223,63204,64416,46852,64916,65164,65432
3308,63128,64456,46744,64946,65162,65448
3244,62968,64508,46632,64934,65125,65364
3294,63164,64400,46808,64970,65088,65381
3228,63072,64376,46628,64976,65128,65390
3243,62952,64404,46624,65031,65261,65354
3168,63096,64440,46656,65044,65303,65366
3258,62960,64532,46688,65050,65335,65433
3321,63184,64388,46812,65043,65349,65409
3113,63160,64320,46672,65083,65402,65428
3160,63000,64324,46708,65057,65397,65443
3162,63084,64332,46824,65056,65375,65377
3176,63004,64364,46744,65018,65454,65426
3160,63108,64392,46760,65035,65385,65385
3176,63024,64372,46840,65011,65423,65391
3066,62912,64400,46780,65040,65411,65389
3336,62972,64288,46788,64996,65428,65412
3210,62900,64244,46548,64918,65344,65410
3272,62884,64452,46652,64981,65286,65411
3225,63136,64332,46788,64933,65357,65445
3209,62960,64496,46960,64937,33,65407
3032,62928,64516,46888,64938,82,65451
3088,62988,64328,46640,65082,100,65440
3048,63036,64408,46784,65016,7,65366
3102,63032,64376,46712,65027,10,65471
3034,63040,64432,46824,65045,65520,65400
3020,63008,64368,46684,65045,65457,65404
3052,62952,64432,46816,65053,65519,65368
3160,63008,64268,46840,65057,65512,65390
3176,62852,64404,46776,65078,8,65430
3180,63076,64340,46856,65099,65517,65399
3260,63124,64352,46756,65117,65429,65409
3227,63068,64464,46656,65058,65433,65379
3198,62984,64348,46756,65132,65402,65379
3258,62992,64340,46788,65135,65408,65425
3038,63048,64392,46708,65066,65424,65357
3452,63068,64556,46864,65052,65409,65355
3276,63048,64464,46728,64983,65473,65422
3159,63000,64436,46656,64955,65419,65401
3164,62976,64516,46688,64993,65394,65392
3119,63036,64476,46732,64960,65455,65386
3118,63068,64392,46648,64976,65461,65427
3671,63008,64380,46756,65059,65469,65409
3102,62940,64388,46704,65040,65504,65420
3127,62984,64508,46708,65011,65492,65409
3129,63064,64460,46708,65049,30,65367
3161,62852,64468,46752,65019,24,65412
3271,62916,64468,46664,65039,28,65365
3104,62984,64356,46816,65036,18,65444
3034,63032,64412,46824,65024,32,65414
3088,63056,64436,46752,65079,94,65414
3178,62892,64508,46716,65061,118,65387
3182,63032,64476,46860,65085,129,65395
3200,62936,64328,46736,65086,163,65447
3214,62880,64360,46640,65112,197,65418
3257,63008,64328,46724,65104,213,65419
3229,63008,64444,46672,65177,203,65444
3228,63028,64320,46824,65145,218,65492
3277,62968,64288,46784,65126,358,65460
3353,63016,64296,46752,65104,397,65454
3305,63216,64436,46784,65135,455,65451
3294,63208,64268,46740,65197,518,65437
3308,62952,64280,46800,65159,523,65449
3338,63088,64320,46704,65193,487,65408
3435,63084,64356,46720,65207,438,65371
3274,63032,64500,46724,65181,489,65432
3303,63192,64520,46716,65174,563,65447
3245,63228,64456,46700,65096,559,65402
3224,63208,64384,46696,65059,543,65456
3226,63048,64392,46684,65144,443,65439
3290,63112,64332,46804,65079,395,65449
3310,63112,64388,46776,65172,487,65423
3288,63152,64436,46704,65201,532,65402
3274,63180,64340,46660,65215,610,65398
3273,63100,64384,46500,65257,423,65399
3240,63224,64396,46824,65277,502,65391
3210,63300,64376,46912,65263,536,65373
3327,63308,64384,46624,65299,583,65364
3134,63308,64376,46892,65260,599,65397
3224,63332,64288,46696,65248,645,65404
3256,63268,64224,46692,65231,544,65461
3292,63308,64280,46472,65299,345,65359
3306,63304,64344,46580,65397,237,65401
3182,63308,64272,46604,65427,238,65408
3224,63248,64288,46528,65345,197,65421
3308,63228,64248,46620,65222,274,65386
3310,63288,64380,46600,65234,359,65389
3288,63392,64288,46640,65278,321,65418
3260,63312,64220,46832,65303,348,65383
3295,63432,64448,46816,65271,391,65378
3212,63376,64372,46888,65185,354,65362
3272,63388,64348,46624,65073,364,65376
3353,63364,64220,46668,65051,287,65443
3353,63384,64316,46584,65083,243,65399
3195,63332,64304,46532,65139,240,65400
3135,63424,64336,46660,65174,247,65434
3175,63436,64308,46604,65158,359,65433
3243,63356,64216,46588,65154,331,65394
3278,63316,64220,46708,65149,421,65387
3196,63480,64264,46720,65166,440,65401
3176,63552,64324,46668,65199,488,65425
3111,63464,64208,46740,65156,564,65415
3063,63512,64344,46856,65241,583,65418
3068,63580,64296,46568,65158,584,65391
3116,63392,64320,46632,65200,604,65353
3088,63416,64296,46592,65160,522,65416
3115,63424,64232,46564,65178,553,65378
3070,63444,64288,46508,65201,484,65376
3101,63452,64332,46592,65138,397,65460
3088,63596,64328,46716,65076,469,65399
3097,63580,64316,46944,65072,586,65459
3104,63676,64168,46752,65171,789,65478
3034,63604,64176,46532,65217,725,65411
3160,63684,64180,46704,65212,652,65373
3128,63616,64244,46536,65189,585,65429
3101,63556,64092,46508,65154,476,65432
3064,63676,64136,46420,65088,458,65378
3112,63504,64188,46488,65137,475,65429
3032,63596,64232,46556,65166,408,65451
2984,63744,64220,46648,65211,504,65442
2909,63656,64152,46616,65222,542,65475
2808,63640,64172,46692,65193,579,65371
2842,63672,64156,46524,65217,560,65377
2888,63776,64132,46704,65201,533,65376
2799,63648,64288,46532,65256,585,65395
2941,63792,64200,46576,65197,511,65316
2893,63732,64168,46564,65188,499,65426
2873,63880,64176,46532,65173,540,65421
2910,63840,64220,46748,65115,525,65395
2909,63764,64240,46540,65125,564,65345
2958,63808,64116,46628,65115,504,65418
2876,63880,64184,46660,65167,548,65389
2911,63824,64296,46592,65099,575,65432
2959,63868,64208,46488,65070,474,65402
2925,63960,64188,46680,65086,464,65350
2999,63820,64276,46660,65139,438,65391
2972,63940,64200,46640,65094,403,65361
3022,63864,64188,46628,65100,430,65402
2959,63820,64132,46604,65090,339,65423
3006,63864,64244,46580,65129,321,65389
3039,63940,64128,46680,65127,321,65425
3048,63944,64204,46564,65122,307,65369
3071,63980,64248,46408,65127,360,65412
3098,64044,64268,46704,65126,291,65367
3182,63992,64128,46684,65111,369,65437
3145,63956,64116,46660,65108,357,65433
3002,64012,64128,46600,65119,292,65380
2975,63976,64188,46604,65136,339,65401
2990,64028,64152,46520,65129,278,65419
2958,64036,64260,46548,65159,219,65397
3023,64116,64084,46656,65131,106,65395
3000,64132,64240,46588,65072,29,65383
2905,64180,64244,46608,65035,84,65353
2889,63976,64216,46808,64946,49,65376
2910,64096,64124,46708,64873,37,65368
2904,64088,64208,46420,64851,65430,65447
2894,64136,64212,46360,64848,65213,65437
2823,64024,64248,46452,64876,65242,65405
2904,64068,64316,46740,64924,65265,65453
2923,64024,64372,46760,64903,65412,65412
2975,64016,64224,46764,64994,65495,65451
2970,64012,64212,46540,64976,65330,65400
2967,63832,64088,46548,65049,65318,65460
2912,63972,64132,46532,65064,65191,65370
2890,63968,64172,46512,65020,65123,65380
2888,63884,64180,46724,64980,65120,65322
2903,63896,64356,46584,64912,65099,65364
